"d","fit"
22.96,0.000152216392304388
22.97,0.000159547120126979
22.98,0.000167203987485981
22.99,0.000175200158338158
23,0.000183549264573806
23.01,0.000192265419845611
23.02,0.000201363233689249
23.03,0.000210857825937193
23.04,0.000220764841426845
23.05,0.000231100465004055
23.06,0.00024188143682267
23.07,0.000253125067940714
23.08,0.000264849256213319
23.09,0.000277072502482485
23.1,0.000289813927063311
23.11,0.000303093286526077
23.12,0.000316930990773385
23.13,0.000331348120411006
23.14,0.00034636644441108
23.15,0.00036200843806564
23.16,0.000378297301228385
23.17,0.000395256976842104
23.18,0.000412912169748746
23.19,0.000431288365778985
23.2,0.0004504118511174
23.21,0.000470309731939371
23.22,0.00049100995431489
23.23,0.000512541324374761
23.24,0.000534933528733331
23.25,0.000558217155162284
23.26,0.000582423713509182
23.27,0.000607585656853638
23.28,0.000633736402894498
23.29,0.000660910355559646
23.3,0.000689142926830742
23.31,0.000718470558773755
23.32,0.000748930745766319
23.33,0.000780562056911852
23.34,0.000813404158630284
23.35,0.00084749783741445
23.36,0.000882885022740549
23.37,0.000919608810120904
23.38,0.000957713484286104
23.39,0.000997244542483649
23.4,0.001038248717879
23.41,0.00108077400304485
23.42,0.00112486967352365
23.43,0.00117058631144743
23.44,0.00121797582919924
23.45,0.00126709149309869
23.46,0.00131798794709476
23.47,0.00137072123644715
23.48,0.00142534883137793
23.49,0.00148192965067356
23.5,0.00154052408521772
23.51,0.00160119402143399
23.52,0.00166400286461685
23.53,0.00172901556212962
23.54,0.00179629862644589
23.55,0.00186592015801194
23.56,0.00193794986790556
23.57,0.00201245910026726
23.58,0.00208952085447821
23.59,0.00216920980705937
23.6,0.00225160233326533
23.61,0.00233677652834545
23.62,0.00242481222844523
23.63,0.00251579103111885
23.64,0.00260979631542472
23.65,0.00270691326157396
23.66,0.00280722887010213
23.67,0.00291083198053358
23.68,0.00301781328950689
23.69,0.00312826536833026
23.7,0.00324228267993404
23.71,0.00335996159518837
23.72,0.00348140040855183
23.73,0.00360669935301844
23.74,0.00373596061432794
23.75,0.00386928834440549
23.76,0.00400678867399568
23.77,0.00414856972445492
23.78,0.00429474161866779
23.79,0.00444541649104971
23.8,0.00460070849660123
23.81,0.00476073381897585
23.82,0.00492561067752585
23.83,0.00509545933328778
23.84,0.00527040209387143
23.85,0.00545056331721434
23.86,0.00563606941416392
23.87,0.00582704884985069
23.88,0.00602363214381332
23.89,0.00622595186883993
23.9,0.00643414264848485
23.91,0.00664834115322687
23.92,0.00686868609522894
23.93,0.00709531822166145
23.94,0.00732838030655543
23.95,0.0075680171411432
23.96,0.00781437552265586
23.97,0.0080676042415353
23.98,0.00832785406702954
23.99,0.00859527773113207
24,0.00887002991083249
24.01,0.00915226720864245
24.02,0.00944214813136227
24.03,0.00973983306705654
24.04,0.0100454842602029
24.05,0.0103592657849852
24.06,0.010681343516695
24.07,0.0110118851012163
24.08,0.0113510599225575
24.09,0.0116990390684067
24.1,0.0120559952936791
24.11,0.0124221029820303
24.12,0.0127975381053104
24.13,0.0131824781809321
24.14,0.013577102227131
24.15,0.0139815907160938
24.16,0.0143961255249339
24.17,0.0148208898844955
24.18,0.0152560683259643
24.19,0.0157018466252719
24.2,0.016158411745274
24.21,0.0166259517756917
24.22,0.0171046558707998
24.23,0.017594714184855
24.24,0.0180963178052505
24.25,0.0186096586833922
24.26,0.0191349295632902
24.27,0.0196723239078595
24.28,0.0202220358229314
24.29,0.0207842599789705
24.3,0.0213591915305042
24.31,0.0219470260332635
24.32,0.0225479593590445
24.33,0.0231621876082959
24.34,0.0237899070204432
24.35,0.0244313138819634
24.36,0.0250866044322197
24.37,0.0257559747670793
24.38,0.0264396207403254
24.39,0.0271377378628926
24.4,0.027850521199941
24.41,0.0285781652658009
24.42,0.0293208639168132
24.43,0.0300788102420952
24.44,0.0308521964522682
24.45,0.031641213766177
24.46,0.0324460522956451
24.47,0.0332669009282995
24.48,0.0341039472085142
24.49,0.034957377216511
24.5,0.0358273754456714
24.51,0.0367141246781062
24.52,0.0376178058585348
24.53,0.0385385979665346
24.54,0.0394766778872096
24.55,0.0404322202803492
24.56,0.0414053974481279
24.57,0.0423963792014244
24.58,0.043405332724812
24.59,0.0444324224403072
24.6,0.045477809869938
24.61,0.0465416534972045
24.62,0.0476241086275253
24.63,0.0487253272477244
24.64,0.0498454578846692
24.65,0.0509846454631159
24.66,0.0521430311628687
24.67,0.0533207522753372
24.68,0.0545179420595713
24.69,0.0557347295978844
24.7,0.0569712396511446
24.71,0.0582275925138425
24.72,0.0595039038690232
24.73,0.0608002846431958
24.74,0.0621168408613103
24.75,0.0634536735019162
24.76,0.0648108783526055
24.77,0.0661885458658426
24.78,0.067586761015302
24.79,0.0690056031528097
24.8,0.0704451458660155
24.81,0.0719054568368949
24.82,0.073386597701209
24.83,0.0748886239090253
24.84,0.0764115845864258
24.85,0.0779555223985162
24.86,0.0795204734138511
24.87,0.0811064669704036
24.88,0.0827135255431867
24.89,0.0843416646136616
24.9,0.085990892541037
24.91,0.0876612104355962
24.92,0.0893526120341641
24.93,0.0910650835778352
24.94,0.0927986036920918
24.95,0.0945531432694222
24.96,0.0963286653545735
24.97,0.098125125032545
24.98,0.0999424693194578
24.99,0.101780637056404
25,0.103639558806411
25.01,0.105519156754625
25.02,0.10741934461184
25.03,0.109340027521486
25.04,0.111281101970184
25.05,0.113242455701999
25.06,0.115223967636482
25.07,0.117225507790626
25.08,0.119246937204843
25.09,0.121288107873061
25.1,0.123348862677056
25.11,0.12542903532512
25.12,0.127528450295155
25.13,0.129646922782313
25.14,0.131784258651257
25.15,0.133940254393148
25.16,0.136114697087445
25.17,0.138307364368617
25.18,0.14051802439783
25.19,0.142746435839715
25.2,0.144992347844279
25.21,0.147255500034054
25.22,0.149535622496528
25.23,0.151832435781962
25.24,0.154145650906633
25.25,0.156474969361568
25.26,0.158820083126853
25.27,0.161180674691529
25.28,0.163556417079166
25.29,0.165946973879139
25.3,0.168351999283657
25.31,0.170771138130576
25.32,0.173204025952042
25.33,0.175650289028997
25.34,0.178109544451541
25.35,0.180581400185223
25.36,0.183065455143232
25.37,0.185561299264528
25.38,0.18806851359791
25.39,0.190586670392029
25.4,0.193115333191332
25.41,0.195654056937954
25.42,0.198202388079526
25.43,0.200759864682884
25.44,0.203326016553686
25.45,0.205900365361862
25.46,0.208482424772923
25.47,0.211071700585042
25.48,0.21366769087191
25.49,0.216269886131288
25.5,0.218877769439231
25.51,0.221490816609914
25.52,0.224108496360997
25.53,0.22673027048449
25.54,0.229355594023009
25.55,0.231983915451394
25.56,0.234614676863561
25.57,0.237247314164556
25.58,0.239881257267681
25.59,0.242515930296617
25.6,0.245150751792453
25.61,0.247785134925499
25.62,0.250418487711802
25.63,0.253050213234228
25.64,0.255679709868015
25.65,0.258306371510669
25.66,0.260929587816075
25.67,0.263548744432715
25.68,0.266163223245826
25.69,0.268772402623404
25.7,0.271375657665883
25.71,0.273972360459361
25.72,0.276561880332221
25.73,0.279143584115004
25.74,0.281716836403368
25.75,0.284280999823989
25.76,0.286835435303241
25.77,0.28937950233848
25.78,0.291912559271797
25.79,0.294433963566023
25.8,0.296943072082876
25.81,0.299439241363018
25.82,0.301921827907883
25.83,0.3043901884631
25.84,0.306843680303292
25.85,0.30928166151813
25.86,0.311703491299393
25.87,0.314108530228911
25.88,0.316496140567153
25.89,0.318865686542311
25.9,0.321216534639665
25.91,0.323548053891056
25.92,0.325859616164273
25.93,0.328150596452154
25.94,0.330420373161226
25.95,0.332668328399679
25.96,0.33489384826449
25.97,0.337096323127499
25.98,0.339275147920261
25.99,0.341429722417459
26,0.343559451518711
26.01,0.345663745528577
26.02,0.347742020434554
26.03,0.349793698182915
26.04,0.351818206952164
26.05,0.353814981423952
26.06,0.355783463051251
26.07,0.357723100323618
26.08,0.359633349029372
26.09,0.361513672514479
26.1,0.363363541938019
26.11,0.36518243652401
26.12,0.36696984380946
26.13,0.36872525988845
26.14,0.37044818965211
26.15,0.372138147024301
26.16,0.373794655192861
26.17,0.375417246836261
26.18,0.377005464345495
26.19,0.378558860041101
26.2,0.380076996385115
26.21,0.381559446187859
26.22,0.383005792809406
26.23,0.384415630355592
26.24,0.385788563868447
26.25,0.387124209510922
26.26,0.388422194745791
26.27,0.389682158508606
26.28,0.390903751374607
26.29,0.392086635719462
26.3,0.393230485873751
26.31,0.394334988271089
26.32,0.395399841589797
26.33,0.396424756888032
26.34,0.397409457732294
26.35,0.398353680319236
26.36,0.399257173590696
26.37,0.400119699341897
26.38,0.400941032322739
26.39,0.401720960332136
26.4,0.402459284305336
26.41,0.403155818394198
26.42,0.403810390040358
26.43,0.40442284004127
26.44,0.404993022609084
26.45,0.405520805422332
26.46,0.406006069670413
26.47,0.40644871009085
26.48,0.406848634999328
26.49,0.40720576631249
26.5,0.407520039563509
26.51,0.40779140391043
26.52,0.408019822137313
26.53,0.408205270648178
26.54,0.408347739453777
26.55,0.408447232151241
26.56,0.408503765896602
26.57,0.408517371370271
26.58,0.408488092735469
26.59,0.408415987589706
26.6,0.408301126909325
26.61,0.408143594987195
26.62,0.407943489363598
26.63,0.407700920750398
26.64,0.407416012948542
26.65,0.407088902758994
26.66,0.406719739887165
26.67,0.406308686840938
26.68,0.40585591882237
26.69,0.405361623613175
26.7,0.404826001454079
26.71,0.404249264918152
26.72,0.403631638778226
26.73,0.402973359868514
26.74,0.402274676940529
26.75,0.401535850513438
26.76,0.400757152718963
26.77,0.399938867140958
26.78,0.399081288649781
26.79,0.398184723231606
26.8,0.397249487812794
26.81,0.396275910079473
26.82,0.395264328292453
26.83,0.394215091097628
26.84,0.393128557332004
26.85,0.3920050958255
26.86,0.390845085198672
26.87,0.389648913656506
26.88,0.388416978778443
26.89,0.387149687304766
26.9,0.385847454919542
26.91,0.38451070603024
26.92,0.383139873544199
26.93,0.38173539864211
26.94,0.380297730548656
26.95,0.378827326300495
26.96,0.377324650511725
26.97,0.375790175137002
26.98,0.374224379232473
26.99,0.372627748714702
27,0.371000776117721
27.01,0.3693439603484
27.02,0.367657806440275
27.03,0.365942825306023
27.04,0.364199533488718
27.05,0.362428452912054
27.06,0.360630110629678
27.07,0.358805038573818
27.08,0.356953773303325
27.09,0.355076855751341
27.1,0.353174830972698
27.11,0.351248247891254
27.12,0.349297659047275
27.13,0.347323620345049
27.14,0.345326690800869
27.15,0.343307432291552
27.16,0.341266409303607
27.17,0.339204188683247
27.18,0.33712133938735
27.19,0.335018432235523
27.2,0.332896039663432
27.21,0.330754735477499
27.22,0.328595094611125
27.23,0.326417692882568
27.24,0.324223106754612
27.25,0.322011913096136
27.26,0.319784688945735
27.27,0.317542011277492
27.28,0.315284456769038
27.29,0.313012601572012
27.3,0.310727021085025
27.31,0.308428289729254
27.32,0.306116980726771
27.33,0.303793665881693
27.34,0.301458915364293
27.35,0.299113297498128
27.36,0.29675737855031
27.37,0.294391722524993
27.38,0.292016890960182
27.39,0.289633442727932
27.4,0.287241933838027
27.41,0.284842917245224
27.42,0.28243694266012
27.43,0.280024556363732
27.44,0.277606301025849
27.45,0.275182715527217
27.46,0.27275433478562
27.47,0.270321689585935
27.48,0.267885306414176
27.49,0.265445707295612
27.5,0.263003409636993
27.51,0.260558926072917
27.52,0.258112764316415
27.53,0.255665427013735
27.54,0.253217411603416
27.55,0.250769210179632
27.56,0.248321309359881
27.57,0.245874190156996
27.58,0.24342832785553
27.59,0.240984191892522
27.6,0.238542245742647
27.61,0.236102946807787
27.62,0.233666746310997
27.63,0.231234089194894
27.64,0.228805414024455
27.65,0.226381152894241
27.66,0.223961731340019
27.67,0.221547568254782
27.68,0.219139075809168
27.69,0.216736659376242
27.7,0.214340717460648
27.71,0.211951641632085
27.72,0.209569816463122
27.73,0.207195619471267
27.74,0.204829421065341
27.75,0.202471584496058
27.76,0.200122465810808
27.77,0.19778241381263
27.78,0.195451770023274
27.79,0.193130868650391
27.8,0.190820036558746
27.81,0.188519593245446
27.82,0.186229850819125
27.83,0.183951113983033
27.84,0.181683680021994
27.85,0.179427838793166
27.86,0.177183872720563
27.87,0.174952056793272
27.88,0.172732658567318
27.89,0.170525938171105
27.9,0.168332148314401
27.91,0.166151534300766
27.92,0.1639843340434
27.93,0.161830778084318
27.94,0.159691089616797
27.95,0.157565484511041
27.96,0.155454171342976
27.97,0.153357351426119
27.98,0.151275218846445
27.99,0.149207960500199
28,0.147155756134554
28.01,0.145118778391066
28.02,0.143097192851853
28.03,0.141091158088399
28.04,0.139100825712958
28.05,0.137126340432432
28.06,0.135167840104685
28.07,0.133225455797202
28.08,0.131299311848026
28.09,0.129389525928891
28.1,0.127496209110487
28.11,0.125619465929766
28.12,0.123759394459228
28.13,0.12191608637811
28.14,0.120089627045391
28.15,0.118280095574557
28.16,0.116487564910035
28.17,0.114712101905229
28.18,0.112953767402088
28.19,0.111212616312122
28.2,0.109488697698805
28.21,0.107782054861276
28.22,0.106092725419288
28.23,0.104420741399311
28.24,0.102766129321733
28.25,0.101128910289083
28.26,0.0995091000752039
28.27,0.0979067092153135
28.28,0.0963217430968779
28.29,0.0947542020512351
28.3,0.0932040814458953
28.31,0.0916713717774657
28.32,0.0901560587651177
28.33,0.088658123444545
28.34,0.0871775422623462
28.35,0.0857142871707642
28.36,0.0842683257227361
28.37,0.082839621167175
28.38,0.0814281325444396
28.39,0.0800338147819231
28.4,0.0786566187897172
28.41,0.0772964915562821
28.42,0.0759533762440763
28.43,0.0746272122850922
28.44,0.0733179354762398
28.45,0.0720254780745409
28.46,0.0707497688920633
28.47,0.0694907333905695
28.48,0.0682482937758147
28.49,0.0670223690914573
28.5,0.0658128753125355
28.51,0.0646197254384621
28.52,0.0634428295855061
28.53,0.0622820950787054
28.54,0.0611374265431837
28.55,0.0600087259948224
28.56,0.0588958929302627
28.57,0.0577988244161889
28.58,0.0567174151778666
28.59,0.0556515576869002
28.6,0.0546011422481741
28.61,0.0535660570859557
28.62,0.0525461884291188
28.63,0.051541420595468
28.64,0.0505516360751295
28.65,0.0495767156129933
28.66,0.048616538290168
28.67,0.0476709816044352
28.68,0.0467399215496769
28.69,0.0458232326942529
28.7,0.0449207882583162
28.71,0.0440324601900349
28.72,0.0431581192407153
28.73,0.0422976350387983
28.74,0.0414508761627266
28.75,0.0406177102126542
28.76,0.0397980038809955
28.77,0.0389916230217966
28.78,0.0381984327189175
28.79,0.0374182973530207
28.8,0.0366510806673477
28.81,0.0358966458322836
28.82,0.0351548555086981
28.83,0.0344255719100563
28.84,0.0337086568633001
28.85,0.0330039718684869
28.86,0.0323113781571887
28.87,0.0316307367496451
28.88,0.0309619085106747
28.89,0.0303047542043341
28.9,0.0296591345473342
28.91,0.0290249102612087
28.92,0.0284019421232372
28.93,0.0277900910161293
28.94,0.027189217976466
28.95,0.0265991842419083
28.96,0.0260198512971719
28.97,0.0254510809187808
28.98,0.024892735218596
28.99,0.0243446766861338
29,0.0238067682296768
29.01,0.0232788732161845
29.02,0.0227608555100165
29.03,0.0222525795104709
29.04,0.0217539101881513
29.05,0.0212647131201702
29.06,0.0207848545242018
29.07,0.0203142012913906
29.08,0.0198526210181309
29.09,0.0193999820367271
29.1,0.0189561534449459
29.11,0.0185210051344768
29.12,0.0180944078183071
29.13,0.0176762330570325
29.14,0.0172663532841081
29.15,0.0168646418300621
29.16,0.0164709729456799
29.17,0.0160852218241755
29.18,0.0157072646223659
29.19,0.0153369784808606
29.2,0.0149742415432835
29.21,0.0146189329745409
29.22,0.0142709329781536
29.23,0.0139301228126648
29.24,0.0135963848071431
29.25,0.0132696023757953
29.26,0.0129496600317036
29.27,0.012636443399707
29.28,0.0123298392284386
29.29,0.0120297354015392
29.3,0.0117360209480604
29.31,0.0114485860520763
29.32,0.011167322061519
29.33,0.0108921214962532
29.34,0.01062287805541
29.35,0.0103594866239918
29.36,0.0101018432787698
29.37,0.00984984529348615
29.38,0.00960339114338007
29.39,0.00936238050905287
29.4,0.00912671427969016
29.41,0.00889629455565482
29.42,0.00867102465046931
29.43,0.00845080909220247
29.44,0.00823555362427648
29.45,0.00802516520571177
29.46,0.00781955201082322
29.47,0.00761862342838536
29.48,0.0074222900602808
29.49,0.00723046371964927
29.5,0.00704305742855019
29.51,0.00685998541515575
29.52,0.00668116311048899
29.53,0.00650650714472128
29.54,0.00633593534304537
29.55,0.00616936672113655
29.56,0.00600672148021793
29.57,0.00584792100174332
29.58,0.00569288784171144
29.59,0.00554154572462662
29.6,0.00539381953711765
29.61,0.00524963532122991
29.62,0.0051089202674027
29.63,0.00497160270714632
29.64,0.00483761210543
29.65,0.00470687905279446
29.66,0.0045793352572012
29.67,0.00445491353563022
29.68,0.00433354780543936
29.69,0.00421517307549538
29.7,0.00409972543708965
29.71,0.00398714205464884
29.72,0.00387736115625262
29.73,0.00377032202396825
29.74,0.00366596498401331
29.75,0.00356423139675695
29.76,0.00346506364656933
29.77,0.00336840513153031
29.78,0.00327420025300579
29.79,0.00318239440510223
29.8,0.00309293396400797
29.81,0.00300576627723131
29.82,0.00292083965274308
29.83,0.0028381033480329
29.84,0.0027575075590883
29.85,0.00267900340930279
29.86,0.00260254293832352
29.87,0.00252807909084397
29.88,0.00245556570535086
29.89,0.00238495750283154
29.9,0.00231621007544953
29.91,0.00224927987519504
29.92,0.00218412420251687
29.93,0.0021207011949429
29.94,0.00205896981569453
29.95,0.00199888984230191
29.96,0.0019404218552254
29.97,0.00188352722648949
29.98,0.00182816810833394
29.99,0.00177430742188818
30,0.00172190884587367
30.01,0.0016709368053392
30.02,0.00162135646043431
30.03,0.00157313369522472
30.04,0.00152623510655481
30.05,0.0014806279929609
30.06,0.00143628034363992
30.07,0.00139316082747679
30.08,0.00135123878213462
30.09,0.00131048420321126
30.1,0.00127086773346531
30.11,0.00123236065211543
30.12,0.00119493486421534
30.13,0.00115856289010809
30.14,0.00112321785496183
30.15,0.00108887347839042
30.16,0.00105550406416065
30.17,0.00102308448998905
30.18,0.000991590197430207
30.19,0.000960997181858755
30.2,0.000931281982547261
30.21,0.000902421672841476
30.22,0.000874393850435015
30.23,0.000847176627744872
30.24,0.000820748622389522
30.25,0.000795088947770719
30.26,0.000770177203760454
30.27,0.000745993467494216
30.28,0.000722518284271558
30.29,0.000699732658565092
30.3,0.000677618045138592
30.31,0.000656156340275116
30.32,0.000635329873115795
30.33,0.000615121397109829
30.34,0.000595514081576362
30.35,0.000576491503378418
30.36,0.000558037638709457
30.37,0.000540136854992639
30.38,0.000522773902893188
30.39,0.000505933908443735
30.4,0.000489602365282865
30.41,0.000473765127006747
30.42,0.000458408399633766
30.43,0.000443518734182083
30.44,0.000429083019359767
30.45,0.000415088474367336
30.46,0.000401522641812295
30.47,0.000388373380735412
30.48,0.000375628859748076
30.49,0.00036327755028054
30.5,0.000351308219940189
30.51,0.000339709925979504
30.52,0.000328472008873041
30.53,0.000317584086002617
30.54,0.000307036045450221
30.55,0.000296818039897711
30.56,0.000286920480632637
30.57,0.000277334031659333
30.58,0.000268049603914417
30.59,0.000259058349585895
30.6,0.000250351656534867
30.61,0.000241921142818983
30.62,0.000233758651316635
30.63,0.00022585624445098
30.64,0.000218206199012703
30.65,0.000210801001080564
30.66,0.00020363334103866
30.67,0.000196696108689331
30.68,0.000189982388460687
30.69,0.000183485454707598
30.7,0.000177198767105084
30.71,0.000171115966132962
30.72,0.000165230868650677
30.73,0.000159537463561093
30.74,0.000154029907562165
30.75,0.000148702520985319
30.76,0.000143549783719342
30.77,0.000138566331218694
30.78,0.000133746950594977
30.79,0.000129086576790449
30.8,0.00012458028883237
30.81,0.000120223306167035
30.82,0.000116010985072261
30.83,0.000111938815147186
30.84,0.000108002415878189
30.85,0.000104197533279726
30.86,0.00010052003660895
30.87,9.69659151528911e-05
30.88,9.35312750870512e-05
30.89,9.02123364042298e-05
30.9,8.7005429912442e-05
30.91,8.39069943007331e-05
30.92,8.09135732717646e-05
30.93,7.80218127400172e-05
30.94,7.52284580944568e-05
30.95,7.25303515245623e-05
30.96,6.99244294085544e-05
30.97,6.74077197627318e-05
30.98,6.49773397507928e-05
30.99,6.26304932520638e-05
31,6.03644684875141e-05
31.01,5.81766357025033e-05
31.02,5.60644449051774e-05
31.03,5.40254236594539e-05
31.04,5.20571749315594e-05
31.05,5.0157374989061e-05
31.06,4.83237713513792e-05
31.07,4.65541807907623e-05
31.08,4.48464873827118e-05
31.09,4.31986406048802e-05
31.1,4.16086534834432e-05
31.11,4.00746007859895e-05
31.12,3.85946172599632e-05
31.13,3.71668959157271e-05
31.14,3.57896863532986e-05
31.15,3.44612931318516e-05
31.16,3.31800741810728e-05
31.17,3.19444392534749e-05
31.18,3.07528484167993e-05
31.19,2.96038105856169e-05
31.2,2.84958820913014e-05
31.21,2.74276652894971e-05
31.22,2.63978072042893e-05
31.23,2.5404998208227e-05
31.24,2.44479707374197e-05
31.25,2.35254980409027e-05
31.26,2.26363929634923e-05
31.27,2.17795067613804e-05
31.28,2.09537279496972e-05
31.29,2.01579811813187e-05
31.3,1.93912261561792e-05
31.31,1.86524565603846e-05
31.32,1.79406990344188e-05
31.33,1.72550121697567e-05
31.34,1.65944855332081e-05
31.35,1.59582387183255e-05
31.36,1.53454204232263e-05
31.37,1.4755207554187e-05
31.38,1.41868043543872e-05
31.39,1.36394415571801e-05
31.4,1.31123755632921e-05
31.41,1.26048876413555e-05
31.42,1.21162831511956e-05
31.43,1.16458907893039e-05
31.44,1.11930618559379e-05
31.45,1.07571695433026e-05
31.46,1.03376082442774e-05
31.47,9.93379288116722e-06
31.48,9.54515825396091e-06
31.49,9.17115840759628e-06
31.5,8.81126601774059e-06
31.51,8.46497179460255e-06
31.52,8.13178390430903e-06
31.53,7.81122740738048e-06
31.54,7.50284371385817e-06
31.55,7.20619005463951e-06
31.56,6.9208389685936e-06
31.57,6.64637780503128e-06
31.58,6.3824082411208e-06
31.59,6.1285458138447e-06
31.6,5.88441946610422e-06
31.61,5.64967110658831e-06
31.62,5.42395518302877e-06
31.63,5.20693826847666e-06
31.64,4.99829866024003e-06
31.65,4.79772599113492e-06
31.66,4.60492085270527e-06
31.67,4.41959443008021e-06
31.68,4.2414681481424e-06
31.69,4.07027332868908e-06
31.7,3.90575085827753e-06
31.71,3.74765086645027e-06
31.72,3.59573241404669e-06
31.73,3.44976319131207e-06
31.74,3.30951922552507e-06
31.75,3.17478459786793e-06
31.76,3.04535116927445e-06
31.77,2.92101831499491e-06
31.78,2.80159266762443e-06
31.79,2.6868878683488e-06
31.8,2.57672432616583e-06
31.81,2.47092898484896e-06
31.82,2.36933509742433e-06
31.83,2.27178200793874e-06
31.84,2.17811494030297e-06
31.85,2.08818479399824e-06
31.86,2.00184794644165e-06
31.87,1.91896606181018e-06
31.88,1.83940590612944e-06
31.89,1.76303916843686e-06
31.9,1.68974228783676e-06
31.91,1.61939628626628e-06
31.92,1.55188660679937e-06
31.93,1.48710295731901e-06
31.94,1.42493915939201e-06
31.95,1.36529300218728e-06
31.96,1.30806610128074e-06
31.97,1.25316376219584e-06
31.98,1.2004948485323e-06
31.99,1.14997165453968e-06
32,1.10150978199722e-06
32.01,1.05502802126402e-06
32.02,1.01044823636889e-06
32.03,9.6769525401149e-07
32.04,9.26696756352039e-07
32.05,8.87383177467842e-07
32.06,8.4968760336054e-07
32.07,8.13545675400678e-07
32.08,7.78895497098613e-07
32.09,7.45677544095762e-07
32.1,7.13834577271567e-07
32.11,6.83311558865779e-07
32.12,6.54055571518088e-07
32.13,6.26015740130519e-07
32.14,5.99143156459741e-07
32.15,5.73390806351171e-07
32.16,5.48713499526931e-07
32.17,5.25067801844534e-07
32.18,5.02411969944494e-07
32.19,4.80705888207762e-07
32.2,4.599110079464e-07
32.21,4.39990288753477e-07
32.22,4.20908141939621e-07
32.23,4.02630375987123e-07
32.24,3.85124143953377e-07
32.25,3.68357892758477e-07
32.26,3.52301314293227e-07
32.27,3.36925298286344e-07
32.28,3.22201886870757e-07
32.29,3.08104230791945e-07
32.3,2.94606547201664e-07
32.31,2.81684078983555e-07
32.32,2.69313055557768e-07
32.33,2.57470655114057e-07
32.34,2.4613496822408e-07
32.35,2.35284962785493e-07
32.36,2.24900450251515e-07
32.37,2.14962053101719e-07
32.38,2.05451173510669e-07
32.39,1.96349963172778e-07
32.4,1.87641294243043e-07
32.41,1.7930873135453e-07
32.42,1.71336504674778e-07
32.43,1.63709483964814e-07
32.44,1.56413153605075e-07
32.45,1.49433588554398e-07
32.46,1.42757431208799e-07
32.47,1.36371869128214e-07
32.48,1.30264613600224e-07
32.49,1.24423879011013e-07
32.5,1.18838362994553e-07
32.51,1.13497227332266e-07
32.52,1.08390079576112e-07
32.53,1.03506955369065e-07
32.54,9.88383014379065e-08
32.55,9.43749592338486e-08
32.56,9.01081491976859e-08
32.57,8.60294556266703e-08
32.58,8.21308121212267e-08
32.59,7.84044875903812e-08
32.6,7.48430727954582e-08
32.61,7.14394674122754e-08
32.62,6.81868675928476e-08
32.63,6.50787540082106e-08
32.64,6.21088803545476e-08
32.65,5.92712623056002e-08
32.66,5.65601668947375e-08
32.67,5.39701023107534e-08
32.68,5.14958080920629e-08
32.69,4.91322457043316e-08
32.7,4.68745894873225e-08
32.71,4.47182179570604e-08
32.72,4.26587054500231e-08
32.73,4.06918140964802e-08
32.74,3.88134861106066e-08
32.75,3.70198363853668e-08
32.76,3.5307145380695e-08
32.77,3.36718522938202e-08
32.78,3.21105485010116e-08
32.79,3.06199712604645e-08
32.8,2.9196997666308e-08
32.81,2.78386388441772e-08
32.82,2.65420343791004e-08
32.83,2.53044469667612e-08
32.84,2.41232572795902e-08
32.85,2.29959590393789e-08
32.86,2.19201542884658e-08
32.87,2.08935488518065e-08
32.88,1.99139479825508e-08
32.89,1.89792521839723e-08
32.9,1.80874532009386e-08
32.91,1.72366301742699e-08
32.92,1.64249459516593e-08
32.93,1.5650643549024e-08
32.94,1.49120427563854e-08
32.95,1.42075368826123e-08
32.96,1.35355896335691e-08
32.97,1.28947321183972e-08
32.98,1.22835599788922e-08
32.99,1.17007306370914e-08
33,1.1144960656398e-08
33.01,1.06150232117293e-08
33.02,1.010974566436e-08
33.03,9.62800723728254e-09
33.04,9.16873678707795e-09
33.05,8.73091066843494e-09
33.06,8.31355068761097e-09
33.07,7.91572214126047e-09
33.08,7.53653193720356e-09
33.09,7.17512679383166e-09
33.1,6.83069151498373e-09
33.11,6.50244733723374e-09
33.12,6.1896503466695e-09
33.13,5.89158996233416e-09
33.14,5.60758748363160e-09
33.15,5.33699469908359e-09
33.16,5.07919255394683e-09
33.17,4.83358987427965e-09
33.18,4.59962214515263e-09
33.19,4.37675034078356e-09
33.2,4.16445980446604e-09
33.21,3.96225917624539e-09
33.22,3.76967936637255e-09
33.23,3.58627257265084e-09
33.24,3.41161133986157e-09
33.25,3.24528765952339e-09
33.26,3.08691210831854e-09
33.27,2.93611302357541e-09
33.28,2.79253571426999e-09
33.29,2.65584170606255e-09
33.3,2.52570801895279e-09
33.31,2.40182647618787e-09
33.32,2.28390304311529e-09
33.33,2.17165719472448e-09
33.34,2.06482131067327e-09
33.35,1.96314009664222e-09
33.36,1.86637003090615e-09
33.37,1.7742788350613e-09
33.38,1.68664496788416e-09
33.39,1.60325714134503e-09
33.4,1.52391385783432e-09
33.41,1.44842296770318e-09
33.42,1.37660124625225e-09
33.43,1.30827398934101e-09
33.44,1.24327462682264e-09
33.45,1.18144435304302e-09
33.46,1.12263177367289e-09
33.47,1.06669256817332e-09
33.48,1.013489167223e-09
33.49,9.6289044446451e-10
33.5,9.14771421951717e-10
33.51,8.69012988708868e-10
33.52,8.25501631833483e-10
33.53,7.84129179601633e-10
33.54,7.44792556054292e-10
33.55,7.0739354656781e-10
33.56,6.71838573930064e-10
33.57,6.38038484465983e-10
33.58,6.05908343773401e-10
